sku,qty
6073534,40.0
600084,360.0
6056780,240.0
6010621,240.0
601207,48.0
6064907,30.0
6064891,30.0
6083052,30.0
6084684,600.0
600615,600.0
6065133,360.0
6064778,600.0
6081997,600.0
6043643,360.0
6049072,10.0
601228,360.0
601225,120.0
6077433,60.0
6077419,60.0
6077426,60.0
6077556,360.0
6077563,360.0
6079093,300.0
6079192,360.0
6080044,180.0
6002596,60.0
600017,48.0
6025137,600.0
6068455,27.0
6077488,240.0
6077440,600.0
6046965,10.0
6043704,60.0
6061166,60.0
6008413,30.0
6062736,600.0
6060831,360.0
6047986,240.0
6027896,30.0
6024321,50.0
6010645,50.0
6010638,50.0
6016609,200.0
6075187,5760.0
6003630,600.0
602088,81.0
6024437,400.0
6061548,4200.0
6010461,1440.0
6077525,400.0
6077532,400.0
6084486,480.0
6084592,120.0
6003593,1200.0
6006761,400.0
6007713,40.0
602469,360.0
6024413,2160.0
6063740,24.0
6063344,24.0
6075019,180.0
6080815,180.0
6079468,30.0
6049980,30.0
6080532,120.0
6080549,120.0
6062309,30.0
6073718,30.0
6083281,80.0
6068974,30.0
601223,1200.0
6038496,360.0
6054755,360.0
601178,600.0
6084653,100.0
601266,3000.0
601283,1200.0
601176,36.0
602086,306.0
602104,36.0
602128,320.0
6075095,150.0
6076504,35.0
6072735,50.0
6039547,20.0
6060961,30.0
6024758,50.0
6024246,50.0
6012808,50.0
6024222,50.0
6024239,50.0
6072759,50.0
6072742,24.0
6026448,30.0
6006969,30.0
6079086,30.0
6081690,50.0
6048532,960.0
6044268,240.0
6080068,180.0
6080051,180.0
6029821,108.0
6079277,300.0
6060572,50.0
6016593,50.0
