485,hula hoop,0,0,NULL,hula hoops,1,1,1,0
486,hygiene plu,0,0,NULL,hygiene plus,1,1,1,0
487,hygieneplu,0,0,NULL,hygiene plus,1,1,1,0
488,hygieneplus,0,0,NULL,hygiene plus,1,1,1,0
489,icebreaker,0,0,NULL,ice breaker,1,1,1,0
490,jackdaniel,0,0,NULL,jack daniel's,1,1,1,0
491,jack daniel,0,0,NULL,jack daniel's,1,1,1,0
492,jackdaniel's,0,0,NULL,jack daniel's,1,1,1,0
493,jackdaniels,0,0,NULL,jack daniel's,1,1,1,0
494,jack daniels,0,0,NULL,jack daniel's,1,1,1,0
495,jacobs,0,0,NULL,jacob's,1,1,1,0
496,jacob,0,0,NULL,jacob's,1,1,1,0
497,spellecrino,0,0,NULL,s.pellecrino,1,1,1,0
498,pellecrino,0,0,NULL,s.pellecrino,1,1,1,0
499,s pellecrino,0,0,NULL,s.pellecrino,1,1,1,0
